iterations,test-AUC-mean,test-AUC-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.7231657888611153,0.045401410820916255,0.6072513528255368,0.001736898563695859,0.6067845796129511,0.0021236256657935766
1,0.7790934024097942,0.04200447114891042,0.5370689230077927,0.005261172834404038,0.5356596123486501,0.006951368711687566
2,0.800366583596859,0.03779040159919364,0.48023664312066117,0.0030724243265080253,0.47819508098547414,0.003593149762947721
3,0.8090913488487897,0.0342629220718974,0.43247084439152605,0.0026821344131946457,0.4299274095140218,0.003504471675405745
4,0.821615526049374,0.032420173275021544,0.3914832025281566,0.0033932627624622806,0.38818389093560174,0.002966183442932258
5,0.8240443469746429,0.03049394178730787,0.36376645903035637,0.0034881732927892553,0.35973394565238925,0.002870217761301767
6,0.8338836480427861,0.02933972054265082,0.33638054231404013,0.004042414734687741,0.3318948977591769,0.0025721916858323446
7,0.8410967000655599,0.028872757468146375,0.3173746266371489,0.004702528363662423,0.3122963629694625,0.002297210867978643
8,0.8466173571119263,0.027018883588364077,0.30119614033513725,0.0062141276604923135,0.29548924767236845,0.0028945295202193904
9,0.8525906741855106,0.026574556565584495,0.28753704241342626,0.006543430101708625,0.28094796579362014,0.003225814044099998
10,0.8544495251976464,0.02568159567178159,0.27624118501196915,0.006668931529551053,0.2692206803312587,0.0028655615350939474
11,0.8580054849319948,0.024606228731069834,0.26719345597457245,0.007129181719650635,0.2592771871790467,0.0029569272275888786
12,0.858199433332491,0.024273196037292645,0.260730972596196,0.007307586211280228,0.25219973562963083,0.0026785669870514977
13,0.8598448139187781,0.02522917729637189,0.2548448986968463,0.007388447501763812,0.24550386645238925,0.0026886291077073293
14,0.859651174024832,0.024951907683026027,0.250398145789307,0.00813432964171543,0.24028712980545636,0.00279869760354325
15,0.8614287883488737,0.02402902891263446,0.24585201666487916,0.008221301054260458,0.23490939193693555,0.0025116519812660226
16,0.8632998162529548,0.024092183083885815,0.2415713958847693,0.008889087774305934,0.22997040202165633,0.0025052968469012936
17,0.8648118326894197,0.024002463227268074,0.23770643635044233,0.008847377276557544,0.22545308019473032,0.0023140594538991364
18,0.8657209395406094,0.024074338695280577,0.23483977806265588,0.008956148276088052,0.22204594175336392,0.0023048817287011883
19,0.8667593891139393,0.02393886697267009,0.232294679645904,0.00911681236374937,0.21886152125514252,0.0022295420164727964
20,0.8674289720931299,0.024266327695934647,0.2301940745597822,0.009585464187204308,0.21602636198072545,0.0021209391505261823
21,0.8680988147351961,0.024573812844432486,0.228034703797186,0.009678399582758282,0.21314600090999672,0.0020591282797881695
22,0.8690360271641395,0.024824170240846613,0.2259499999339162,0.009757506809617652,0.2102022810548665,0.0018747099329305486
23,0.8690455411867992,0.024097500874772,0.2241944894514242,0.010001158102063435,0.2075452864981291,0.001706778953411611
24,0.8698017690098189,0.0242029191636292,0.22290748294382118,0.010262179798886788,0.2055122269659912,0.0014311215477189037
25,0.8705402477178253,0.02347826936490981,0.2215916455324472,0.010452437343363024,0.2035846245625686,0.0014976022366378935
26,0.87070750170789,0.022275598898278664,0.22058572359737355,0.010443475272786348,0.2017216672743046,0.0014324851806883354
27,0.8706253147819687,0.021952199259478028,0.21983436722566468,0.01068909571055518,0.19994157037372712,0.0015479048135653877
28,0.8711349217923866,0.021998193327831962,0.21871763281071543,0.010889447094036688,0.1983987447346251,0.0015362030967152455
29,0.8722555796280613,0.021823389460164152,0.21779550983591722,0.010732736767372159,0.1969452285801472,0.0016132153034349507
30,0.8728053986840363,0.021967225992615944,0.21709470271388492,0.010840809863096823,0.1956566194797398,0.0015961703615710102
31,0.8730752679004083,0.02267680679708922,0.21617712035303885,0.01108410155368372,0.19406629525562297,0.0015099119653853902
32,0.8736034580986953,0.02246220891855435,0.21538292620392369,0.011153728242436165,0.19282136783891315,0.0016106640382537367
33,0.8738339789065611,0.02250375836689612,0.21485059300038412,0.011473854474864528,0.19152615487964872,0.0014796027030102258
34,0.873740334321391,0.022753782456814975,0.2144224949425486,0.011726143536986155,0.1903367510973383,0.0014450998759389273
35,0.8739395647765719,0.02257036096455494,0.21389615585098304,0.011599605150154764,0.18903802331779535,0.0015583796386886921
36,0.8746243041467242,0.021687972265642303,0.21313073153234813,0.011623307882868056,0.18774946038497556,0.001371513044626486
37,0.8751031325997062,0.02154280370887324,0.21265094688910455,0.011601483252162533,0.1866761147281569,0.0015041900288430342
38,0.8754301208154741,0.021912253326270028,0.21219286069352933,0.011762741193020971,0.1854944082532904,0.0015024905050096524
39,0.8761154418472021,0.0217478551677525,0.2115374913306519,0.011940673388261493,0.18423438536618592,0.001444704989748141
40,0.8761526312328085,0.022183630995010466,0.21111237669509628,0.012222552292963849,0.18312686752414983,0.001529126562808041
41,0.8768445792460138,0.022314232911754744,0.2106770768146226,0.01230137515812812,0.18225831100976211,0.0014588625520981782
42,0.8769702585879662,0.02227052247555481,0.21040750938783756,0.012313890960477443,0.18131348142718698,0.0014634137616063173
43,0.877934317048427,0.021908039784268408,0.20978504068070541,0.012217505037993367,0.18040147456996516,0.0015646500440346968
44,0.8784002162565023,0.021447054304836097,0.20948389706163367,0.01211851832975977,0.17955522506045726,0.0015807532402436018
45,0.8787796606264788,0.021404572759708647,0.209190864830301,0.012077002231521076,0.1788204576869823,0.0015620294215569258
46,0.879003170257796,0.021620293972675973,0.20890118000325444,0.012248437955993166,0.17799717774287535,0.0015405771559264395
47,0.879233000978798,0.021694364485973453,0.20851530354226822,0.012395577385663317,0.17716580581747737,0.0015180161419551619
48,0.8789175699922536,0.021705458749397402,0.20845880963337513,0.012463573574348116,0.17631430587567049,0.0015283801872854265
49,0.8791626640652408,0.021937449811687836,0.20830942298563943,0.012494436146172367,0.17546137794264177,0.0016361512567872175
50,0.879961857796672,0.021949058641820347,0.20786168509692424,0.012426429810265639,0.17459593323302514,0.001642695065277981
51,0.8799098729263994,0.022168989268425615,0.2076887897668062,0.012348379640658966,0.17375114311269602,0.0017566313410219848
52,0.8803594928619484,0.021990379281824228,0.20731354687958695,0.012395418790879126,0.17286410825807988,0.0017381317258190994
53,0.8805502399273812,0.02188598072312291,0.20722582918609075,0.01237044857427329,0.1719730113855248,0.0017102506825630297
54,0.8807053341085845,0.021740785344966658,0.20703337556609508,0.012505703815914752,0.17114105534955992,0.001612968259383712
55,0.8807376781040495,0.021689526946797624,0.20695428529376367,0.012513812410387761,0.1704443372797354,0.001562893508003374
56,0.8808076572490207,0.02166791703682044,0.20678251753652344,0.012532848899140562,0.1697945305247181,0.0015348817639503094
57,0.8809867417279245,0.021472406232074408,0.2065255666736796,0.012481335672178889,0.16895714885208174,0.0015545972219240432
58,0.8814422295982098,0.021228398105778895,0.20621453994376426,0.01248750903808359,0.1681648121411839,0.00154989551854094
59,0.8815836518735806,0.02155500379525331,0.20605131458029238,0.012632754256326926,0.16746448980342768,0.0015258782004703192
60,0.8817237367875247,0.021602277793707873,0.20595858453174715,0.012654105028302118,0.16682928138560452,0.0015271191303342813
61,0.8820986917927733,0.02175825140887972,0.20567951941456314,0.012729612673393094,0.16612585165573768,0.0015625044148501277
62,0.8825531465199792,0.021565711961131852,0.20547512529580986,0.012720930131765095,0.16546691659786256,0.0016580944757696031
63,0.8825932706399493,0.021590408183424226,0.2053179531568933,0.012741609599909394,0.16484724817773502,0.0016849758151453714
64,0.8830154794076742,0.021465181165998035,0.2050496915748849,0.012677771392913744,0.16420087112133278,0.001586459599388072
65,0.8831785873681346,0.021516592035200597,0.20488869038638619,0.012735280072898793,0.16368760620539222,0.0015720862828341386
66,0.8835066604643218,0.02140194079088634,0.20469443748004093,0.012737225371203675,0.16302506451370247,0.0014734385300276902
67,0.883618856929995,0.021330723821867823,0.204454032252335,0.012713196790856196,0.1624727071734011,0.001550667613866885
68,0.8837145093004771,0.021551896899119623,0.20428062219711157,0.01264072604809436,0.16192881915102725,0.001511396157652382
69,0.883554371425905,0.021496663588453407,0.20433862025110322,0.012555881404419855,0.16132861851389838,0.0014909566660616512
70,0.883624260065395,0.02164017240897987,0.2041882673597058,0.012637474552057075,0.1607858185140465,0.0015102456303582403
71,0.8834157729494428,0.02140142487264157,0.20415251309194068,0.01251957940810484,0.16012374066783908,0.0014904861933448892
72,0.883551846406648,0.021364424589206288,0.20404320313452584,0.012466032970374968,0.15943996360628304,0.001525154731612917
73,0.8838549428487867,0.021184907730307963,0.20389530696713187,0.012322347612715931,0.15887137247255398,0.0015722824177164516
74,0.8836883482657616,0.02147146761798707,0.20386649161823173,0.012421803819555618,0.15828383303537358,0.0016310429359725248
75,0.8840536666685075,0.021355123481057888,0.20364023056864475,0.012414947064340204,0.15775941072778404,0.0016032931130213373
76,0.8841771193524929,0.021421098989894742,0.20348163478016254,0.012485221307154213,0.15728042070122392,0.001640222448876093
77,0.8842557233630375,0.021319919570853534,0.20333508380635784,0.012444223833048225,0.15667529290106713,0.0016169102435742483
78,0.8845775370778227,0.021173521057905036,0.20321980461122324,0.012292530082847562,0.15616480661676238,0.001541598455415232
79,0.8847369214140766,0.02106896171292545,0.2030648705255529,0.012065019716118503,0.15563316202051933,0.0015358813817625493
80,0.8848131762565382,0.021164037306480938,0.20284297491091782,0.01219263405730408,0.15509309850365016,0.0015043362061740054
81,0.8846886099646618,0.02114900881873229,0.20271445848676367,0.012170779963482257,0.15461011733717736,0.0015515101601777936
82,0.8849833389728428,0.0211323078518173,0.20260347212665852,0.012168887926416953,0.1540589522079136,0.001634454728969523
83,0.8851219251773754,0.020920045440323033,0.20245211564242854,0.012189246798362705,0.15360798007433882,0.0016273838759652437
84,0.8853824579654332,0.020829040416265786,0.20237822762662194,0.01218550045741009,0.15308797894525533,0.0017444089989213814
85,0.8855624299977057,0.020850850390955175,0.20224253451841911,0.012192307202558117,0.1526212398145991,0.0017745035589594729
86,0.8855868957629547,0.021019115731132024,0.20217405772659602,0.012120237080134428,0.15212969713599608,0.0018007448715815244
87,0.8860425447720436,0.020853528039613208,0.20182754610517786,0.012107050062057556,0.15164790312374873,0.0016467143030309919
88,0.885993429720416,0.02061916422574213,0.2017739493903588,0.011958275094939737,0.151154819529312,0.0016024644980879089
89,0.8860290703327159,0.020994130837899673,0.20172776514901042,0.01212878847912441,0.15061931224021297,0.0015903666074584537
90,0.8860844036268908,0.021011847209856382,0.2016183673471938,0.012172605685204408,0.15011231237570175,0.0016431856245445802
91,0.8862670858729953,0.02086015945940453,0.20150626767644547,0.01216416427232908,0.14961544359117845,0.0016859834628026656
92,0.8864524413079623,0.020577190552016403,0.20132776277021378,0.012126454239851071,0.14908117640371657,0.001701936963938907
93,0.8866479605503201,0.02079780082693421,0.20122447833514628,0.012200823901667228,0.14857988125642735,0.00173554797350157
94,0.8865597651202863,0.021039078942766718,0.20121874082996388,0.012292021208144247,0.14806437165701591,0.0017298629781329492
95,0.8864008100923902,0.02077973495181807,0.20118601804100913,0.012305005478740675,0.14758837480037842,0.0016159997645331776
96,0.8866529672187194,0.021170125850455853,0.2010153233188418,0.012440672623225473,0.14712737145336563,0.0016534264334583197
97,0.886669809954108,0.021290335743792257,0.2009675415454885,0.012460479661909782,0.14665975756998736,0.0016160651358909969
98,0.8866952381593869,0.02139650126299621,0.20090291450496944,0.012513204730855524,0.1462054737903329,0.0017082095822867017
99,0.8865367807024574,0.02149626488078458,0.20096489151883073,0.012437620566594237,0.14568980684584626,0.0016333234444591343
100,0.8867842395623473,0.021125536336510084,0.20083263863066705,0.012379114771090665,0.14514568062882646,0.0016681467054811844
101,0.8869014164093884,0.02125000966726442,0.2007525352712379,0.012542856991397964,0.14471202912232795,0.0016092236463360649
102,0.8868379294638489,0.021204992087987193,0.20068186545103428,0.012471032988430063,0.14436748994019613,0.0016405961056252818
103,0.8868957097529095,0.021289898328611754,0.20062914227013576,0.012497978670231285,0.14396104614794678,0.0016580752955409883
