iterations,test-AUC-mean,test-AUC-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.7645293547112003,0.017306395066302053,0.6739125406001089,0.0006193234431974013,0.6737671081763157,0.0005767796312576204
1,0.7899399958271948,0.011856455866462523,0.6561736385670217,0.0007900150318414825,0.6558968375936839,0.0008010951578998717
2,0.8064530085789618,0.010117424403850979,0.6386732182825795,0.0009080781874174453,0.6383163280267944,0.0008535297077452246
3,0.8101858009825008,0.012559749092465648,0.6225379657079675,0.0012677666599686748,0.6220581027040132,0.0011798143455068945
4,0.814302700828452,0.014026243324327604,0.6068253408072937,0.0017363850863624656,0.6061901307391881,0.0015225188244038389
5,0.8161994279950496,0.015760029832253334,0.5919232037627383,0.002425314118704058,0.5911920002182856,0.002158538334489767
6,0.8185502497334625,0.016665028379690888,0.5780152822268918,0.002164875683506171,0.5771922014431449,0.0017460121427493923
7,0.8214219336621698,0.01581454164372875,0.5644129982402811,0.002009462011218466,0.5634934851697693,0.0015734009184907131
8,0.8239457821881981,0.01251322588656547,0.5509087067850346,0.001824510423568522,0.5499057499995434,0.0014330722345333485
9,0.82609880927462,0.011034822449143047,0.5380288349220712,0.0019496500544000986,0.5369356587773766,0.0017171966380733657
10,0.8274199066752127,0.011558873359437862,0.5262119795939476,0.0022489364084259432,0.52510991970031,0.002098563778306683
11,0.8279286502078694,0.010826351205679841,0.5148148996167081,0.0025796990969221252,0.5136741179051575,0.0023028855267590875
12,0.828753520127887,0.010537293429800445,0.5034151529065312,0.0026601854731175606,0.5021431008749924,0.002317279493142254
13,0.8301204400623267,0.011160347285125216,0.49285629397555847,0.002264101903674445,0.4915242108590691,0.00187433275960187
14,0.8311181995324336,0.011960714937531494,0.48267886881861566,0.002364819438728012,0.4812609190852236,0.00201251850314525
15,0.8310051668863088,0.012441179753945207,0.47299238131703464,0.0026391006741376933,0.4715217683182913,0.0022276609438863513
16,0.8318861218005642,0.01290750573113061,0.4641307852179347,0.0027319011038632493,0.4626092664389197,0.0021513546548376544
17,0.8319923716048828,0.011697629207327849,0.4551165227785791,0.002507302438610195,0.45345681351251327,0.0020547043691353955
18,0.8326746004271897,0.012195616153916337,0.4473284599914148,0.0026049656800931457,0.4456467621221033,0.0020656513329980236
19,0.8334449583729938,0.012424812151850149,0.4396135389089181,0.0029963503023980403,0.43784706150992847,0.0024586231610022797
20,0.834483219776636,0.013840080111573836,0.4316140882824039,0.002958165009890668,0.4297492947659943,0.002359528888503289
21,0.8346113218769261,0.013904901588861894,0.4241823224627785,0.003290045437972751,0.42221708122456236,0.0026674862173407085
22,0.834743703727437,0.013704802648075585,0.4166273457940014,0.0030867571114010575,0.4145725239435977,0.0024843004827463915
23,0.8356143450234439,0.013455557751189758,0.4096955348706105,0.002730276315053983,0.40753103809003716,0.0023648088650259727
24,0.8367600784586531,0.013092760775154597,0.4029232894454979,0.0025588435706738917,0.4006622399851921,0.002124458526425533
25,0.8378880880433476,0.012962144556599612,0.3962339270096823,0.0024782152231318166,0.39386654290665774,0.0020365925456720542
26,0.8383251998289731,0.012778007363220392,0.39029584245872406,0.002504643129822748,0.38785420249902075,0.002217960028888317
27,0.8388136329234974,0.01333725398686956,0.38444758191632633,0.002405188121141977,0.3818791623555631,0.0020567848773323676
28,0.8389012862468299,0.0130394965853426,0.37859666734020136,0.002340036964918227,0.375945763195061,0.0019158039424413307
29,0.8395145109970154,0.012881113264670027,0.3727105407948601,0.0024672450581689044,0.36997958662273905,0.0018899193949947642
30,0.8399428308626293,0.012500706085122276,0.36742954195588623,0.002499032352191019,0.36463766320894553,0.00178373115255429
31,0.8401912755220078,0.012329428581876311,0.362298920553943,0.002389450690822254,0.35933311369592014,0.0016723531405720847
32,0.8408016618642545,0.012653624785258407,0.3573395333081637,0.0024486666153889025,0.35426342589306486,0.0017284879738368745
33,0.8415389093683785,0.013194115973535567,0.3527406173927119,0.002512882783856035,0.3495387258989688,0.00177273607603478
34,0.8420371232254802,0.013439075684472598,0.34800946374153585,0.002494517640581834,0.34471397850188235,0.0018126888979634358
35,0.8419852221875649,0.013068205950047538,0.34376503867611247,0.0023570607274508142,0.34031972754830436,0.0018158883004919025
36,0.842747805036472,0.012784195413545384,0.33949091996523123,0.00210577575598608,0.33592147965744446,0.001504049150627159
37,0.8431336597308517,0.012530165351009318,0.3354821074096749,0.002244807877192835,0.3318489823446129,0.001571678307612156
38,0.8439180295698254,0.012587641837179208,0.3316048786129837,0.0021127640354115054,0.32792895267409,0.0014323857966161355
39,0.8441337402966071,0.012620124612758377,0.3279233222404082,0.0021220712174397074,0.32409482625753117,0.0013944128340883123
40,0.845009972798295,0.012660149291434816,0.3242358462000029,0.0019249837874561336,0.3203342933423608,0.0013358046509534065
41,0.8454102835174091,0.01242171301313918,0.3208028589644875,0.001984056774041488,0.31682987715249644,0.001482995580227646
42,0.8459723114196492,0.01238422354654425,0.31742305665418763,0.0022185078225093065,0.31333743325285107,0.0015257771019759959
43,0.8460597790474488,0.012491627895359592,0.3142623293915122,0.002234625265625216,0.31006091321256624,0.0015374095130126296
44,0.8460170885849265,0.012276899303331132,0.31107200492828463,0.002392988939240228,0.30674873536956093,0.0016135310211469302
45,0.8463778509918741,0.012583919781538727,0.30817003702329865,0.0023704236710517185,0.3037740780040842,0.0014885969729519946
46,0.8468393749227182,0.012636192435466695,0.3053769162214405,0.002315059861940848,0.30089783705086726,0.0013007057874484672
47,0.8470756910701585,0.012806787973612772,0.3027300685180544,0.002376120217562411,0.29814736544096065,0.0015584329021340008
48,0.8475729411837604,0.012533242750065676,0.3000042940711908,0.0022912504489685953,0.29528964919906087,0.0014760611453785298
49,0.847950390829466,0.012609899134050799,0.29760839849646203,0.002217988459358756,0.2928315750833752,0.001546353905253707
50,0.8481727882993845,0.012509848412732396,0.2953931568103508,0.002415580049785293,0.2905491606401495,0.0013594678980901127
51,0.8482307712569714,0.01282413692451904,0.2929419904897195,0.002487727240537972,0.2879714238836277,0.001459358596316075
52,0.8483629060857842,0.012459980638992849,0.2908030737375401,0.0025267924006695023,0.28575741929380655,0.0014244397867882392
53,0.8489969447931424,0.012340937329470144,0.2883801164481254,0.0025494072590169586,0.2832326643387054,0.001400606406816558
54,0.849301409301706,0.01212527012147755,0.2863443527298823,0.0026139193474064813,0.2811153620868799,0.0012342474597447368
55,0.8495298168020042,0.012284193383850731,0.28427016315238873,0.0027791382500943515,0.2789026243808287,0.0014376959605938693
56,0.849805047435533,0.012353716141996918,0.28213115202826355,0.0028201236005745657,0.2766446622263961,0.0014011260412737034
57,0.8502863135306169,0.012293926459926973,0.28007125421998075,0.0027397638383484103,0.27448403621764134,0.0013388616861614495
58,0.8505621640938437,0.012325769151148632,0.2780859434404058,0.002801133777638646,0.2724184754900174,0.0013690057358878372
59,0.8507829543061238,0.012075842388055006,0.2762974488137297,0.0027413017854966137,0.2705404930285118,0.0014072064966904826
60,0.8509803287134543,0.011988016680526452,0.2743878748740005,0.002775223334698394,0.26848845145139105,0.0013877828381955973
61,0.8511323933553523,0.012020265301239773,0.27267986234574704,0.0028989375754953036,0.26665231414814666,0.0014600193748867988
62,0.8513830623729197,0.012093422795107674,0.27093332650304586,0.002937680537293622,0.26482503188971995,0.001458920027803472
63,0.8514109446310638,0.011967527735625696,0.2693243228868446,0.0028478628001565184,0.2630726222006596,0.0013508191510966177
64,0.85165098891802,0.011810302400061739,0.26768667117749245,0.0028442997461684168,0.26128405206572863,0.0013156028161013344
65,0.851845656788331,0.011763331466098707,0.26615700454385555,0.002849132841142686,0.2595860729191618,0.0013027626765358194
